Date,Order ID,Item Name,Category,Quantity,Item Price,Discount,GST,Delivery Charges,Customer Paid Amount,Net Sales,Payment Method,Order Status
2025-11-15,SWG101449,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,20.00,234.20,204.00,Cash,Delivered
2025-11-15,SWG101450,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,20.00,180.65,153.00,UPI,Delivered
2025-11-15,SWG101451,Chicken Biryani,Biryani,1,220.00,22.00,9.90,0.00,207.90,198.00,Credit Card,Delivered
2025-11-15,SWG101452,Chicken Biryani,Biryani,1,220.00,22.00,9.90,40.00,247.90,0.00,UPI,Cancelled
2025-11-15,SWG101453,Paneer Tikka,Starters,1,230.00,23.00,10.35,40.00,257.35,207.00,Cash,Delivered
2025-11-15,SWG101454,Veg Biryani,Biryani,1,180.00,9.00,8.55,20.00,199.55,171.00,UPI,Delivered
2025-11-15,SWG101455,Masala Dosa,South Indian,3,420.00,21.00,19.95,40.00,458.95,399.00,UPI,Delivered
2025-11-15,SWG101456,Hakka Noodles,Rice & Noodles,1,180.00,9.00,8.55,20.00,199.55,171.00,Credit Card,Delivered
2025-11-15,SWG101457,Paneer Tikka,Starters,1,230.00,11.50,10.93,20.00,249.43,218.50,Credit Card,Delivered
2025-11-15,SWG101458,Paneer Butter Masala,Main Course,2,480.00,72.00,20.40,40.00,468.40,408.00,Credit Card,Delivered
2025-11-15,SWG101459,Veg Biryani,Biryani,1,180.00,27.00,7.65,0.00,160.65,153.00,UPI,Delivered
2025-11-15,SWG101460,Masala Dosa,South Indian,1,140.00,14.00,6.30,30.00,162.30,126.00,Cash,Delivered
2025-11-15,SWG101461,Veg Biryani,Biryani,1,180.00,0.00,9.00,20.00,209.00,180.00,UPI,Delivered
2025-11-15,SWG101462,Chicken Tikka,Starters,1,260.00,39.00,11.05,30.00,262.05,221.00,UPI,Delivered
2025-11-15,SWG101463,Paneer Tikka,Starters,1,230.00,34.50,9.78,30.00,235.28,195.50,UPI,Delivered
2025-11-15,SWG101464,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,30.00,269.40,228.00,Debit Card,Delivered
2025-11-15,SWG101465,Gulab Jamun,Desserts,1,90.00,9.00,4.05,20.00,105.05,81.00,Credit Card,Delivered
2025-11-15,SWG101466,Gulab Jamun,Desserts,1,90.00,0.00,4.50,20.00,114.50,90.00,UPI,Delivered
2025-11-16,SWG101467,Veg Biryani,Biryani,1,180.00,27.00,7.65,0.00,160.65,153.00,Debit Card,Delivered
2025-11-16,SWG101468,Masala Dosa,South Indian,1,140.00,7.00,6.65,20.00,159.65,133.00,Credit Card,Delivered
2025-11-16,SWG101469,Paneer Tikka,Starters,1,230.00,23.00,10.35,30.00,247.35,207.00,Cash,Delivered
2025-11-16,SWG101470,Paneer Butter Masala,Main Course,2,480.00,0.00,24.00,40.00,544.00,480.00,UPI,Delivered
2025-11-16,SWG101471,Butter Naan,Breads,1,60.00,3.00,2.85,30.00,89.85,57.00,UPI,Delivered
2025-11-16,SWG101472,Veg Biryani,Biryani,1,180.00,27.00,7.65,40.00,200.65,153.00,UPI,Delivered
2025-11-16,SWG101473,Butter Naan,Breads,1,60.00,9.00,2.55,40.00,93.55,51.00,Debit Card,Delivered
2025-11-16,SWG101474,Veg Biryani,Biryani,1,180.00,9.00,8.55,20.00,199.55,171.00,UPI,Delivered
2025-11-16,SWG101475,Hakka Noodles,Rice & Noodles,1,180.00,18.00,8.10,30.00,200.10,162.00,Debit Card,Delivered
2025-11-16,SWG101476,Masala Dosa,South Indian,1,140.00,7.00,6.65,20.00,159.65,133.00,Credit Card,Delivered
2025-11-16,SWG101477,Masala Dosa,South Indian,1,140.00,7.00,6.65,30.00,169.65,133.00,Debit Card,Delivered
2025-11-16,SWG101478,Chicken Biryani,Biryani,1,220.00,11.00,10.45,20.00,239.45,209.00,UPI,Delivered
2025-11-16,SWG101479,Chicken Tikka,Starters,1,260.00,26.00,11.70,30.00,275.70,234.00,Debit Card,Delivered
2025-11-16,SWG101480,Butter Naan,Breads,1,60.00,6.00,2.70,30.00,86.70,0.00,UPI,Cancelled
2025-11-16,SWG101481,Chicken Tikka,Starters,1,260.00,26.00,11.70,20.00,265.70,234.00,UPI,Delivered
2025-11-16,SWG101482,Hakka Noodles,Rice & Noodles,1,180.00,0.00,9.00,40.00,229.00,180.00,Debit Card,Delivered
2025-11-16,SWG101483,Gulab Jamun,Desserts,1,90.00,13.50,3.83,20.00,100.33,76.50,Credit Card,Delivered
2025-11-16,SWG101484,Gulab Jamun,Desserts,1,90.00,13.50,3.83,20.00,100.33,76.50,Cash,Delivered
2025-11-16,SWG101485,Chicken Tikka,Starters,1,260.00,39.00,11.05,0.00,232.05,221.00,Cash,Delivered
2025-11-16,SWG101486,Butter Naan,Breads,2,120.00,6.00,5.70,20.00,139.70,114.00,Credit Card,Delivered
2025-11-16,SWG101487,Masala Dosa,South Indian,1,140.00,7.00,6.65,20.00,159.65,133.00,Credit Card,Delivered
2025-11-16,SWG101488,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,20.00,234.20,204.00,Cash,Delivered
2025-11-16,SWG101489,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,0.00,239.40,228.00,Cash,Delivered
2025-11-16,SWG101490,Paneer Tikka,Starters,1,230.00,0.00,11.50,0.00,241.50,230.00,UPI,Delivered
2025-11-16,SWG101491,Masala Dosa,South Indian,1,140.00,0.00,7.00,0.00,147.00,140.00,UPI,Delivered
2025-11-16,SWG101492,Hakka Noodles,Rice & Noodles,1,180.00,18.00,8.10,0.00,170.10,162.00,Cash,Delivered
2025-11-16,SWG101493,Gulab Jamun,Desserts,2,180.00,9.00,8.55,30.00,209.55,171.00,Credit Card,Delivered
2025-11-16,SWG101494,Veg Biryani,Biryani,1,180.00,18.00,8.10,0.00,170.10,162.00,UPI,Delivered
2025-11-16,SWG101495,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,40.00,292.00,240.00,Credit Card,Delivered
2025-11-16,SWG101496,Chicken Biryani,Biryani,1,220.00,33.00,9.35,20.00,216.35,187.00,Debit Card,Delivered
2025-11-16,SWG101497,Veg Biryani,Biryani,2,360.00,54.00,15.30,0.00,321.30,306.00,UPI,Delivered
2025-11-16,SWG101498,Veg Biryani,Biryani,1,180.00,18.00,8.10,30.00,200.10,162.00,Debit Card,Delivered
2025-11-17,SWG101499,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,0.00,252.00,240.00,Credit Card,Delivered
2025-11-17,SWG101500,Paneer Tikka,Starters,1,230.00,11.50,10.93,40.00,269.43,218.50,Debit Card,Delivered
2025-11-17,SWG101501,Gulab Jamun,Desserts,2,180.00,18.00,8.10,0.00,170.10,162.00,Cash,Delivered
2025-11-17,SWG101502,Chicken Tikka,Starters,2,520.00,0.00,26.00,0.00,546.00,520.00,Credit Card,Delivered
2025-11-17,SWG101503,Butter Naan,Breads,1,60.00,9.00,2.55,40.00,93.55,51.00,Cash,Delivered
2025-11-17,SWG101504,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,30.00,244.20,204.00,Debit Card,Delivered
2025-11-17,SWG101505,Butter Naan,Breads,1,60.00,9.00,2.55,30.00,83.55,51.00,Cash,Delivered
2025-11-17,SWG101506,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,30.00,181.73,144.50,Credit Card,Delivered
2025-11-17,SWG101507,Paneer Tikka,Starters,1,230.00,34.50,9.78,40.00,245.28,195.50,Credit Card,Delivered
2025-11-17,SWG101508,Paneer Tikka,Starters,1,230.00,34.50,9.78,20.00,225.28,195.50,Credit Card,Delivered
2025-11-17,SWG101509,Chicken Tikka,Starters,1,260.00,0.00,13.00,30.00,303.00,260.00,Credit Card,Delivered
2025-11-17,SWG101510,Paneer Butter Masala,Main Course,1,240.00,24.00,10.80,30.00,256.80,216.00,Credit Card,Delivered
2025-11-17,SWG101511,Masala Dosa,South Indian,1,140.00,21.00,5.95,20.00,144.95,119.00,Credit Card,Delivered
2025-11-17,SWG101512,Chicken Biryani,Biryani,1,220.00,0.00,11.00,20.00,251.00,220.00,UPI,Delivered
2025-11-17,SWG101513,Paneer Tikka,Starters,1,230.00,0.00,11.50,0.00,241.50,230.00,Credit Card,Delivered
2025-11-17,SWG101514,Chicken Biryani,Biryani,1,220.00,11.00,10.45,0.00,219.45,209.00,UPI,Delivered
2025-11-17,SWG101515,Gulab Jamun,Desserts,2,180.00,27.00,7.65,20.00,180.65,153.00,Cash,Delivered
2025-11-17,SWG101516,Butter Naan,Breads,1,60.00,6.00,2.70,40.00,96.70,54.00,Debit Card,Delivered
2025-11-17,SWG101517,Fried Rice,Rice & Noodles,2,340.00,0.00,17.00,30.00,387.00,340.00,UPI,Delivered
2025-11-17,SWG101518,Chicken Biryani,Biryani,1,220.00,11.00,10.45,20.00,239.45,209.00,Cash,Delivered
2025-11-18,SWG101519,Hakka Noodles,Rice & Noodles,1,180.00,18.00,8.10,30.00,200.10,162.00,Cash,Delivered
2025-11-18,SWG101520,Butter Naan,Breads,1,60.00,0.00,3.00,40.00,103.00,0.00,Credit Card,Cancelled
2025-11-18,SWG101521,Veg Biryani,Biryani,1,180.00,0.00,9.00,20.00,209.00,180.00,UPI,Delivered
2025-11-18,SWG101522,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,40.00,191.73,144.50,Debit Card,Delivered
2025-11-18,SWG101523,Paneer Tikka,Starters,1,230.00,0.00,11.50,0.00,241.50,230.00,Debit Card,Delivered
2025-11-18,SWG101524,Chicken Biryani,Biryani,1,220.00,11.00,10.45,0.00,219.45,209.00,UPI,Delivered
2025-11-18,SWG101525,Masala Dosa,South Indian,1,140.00,7.00,6.65,0.00,139.65,133.00,UPI,Delivered
2025-11-18,SWG101526,Gulab Jamun,Desserts,1,90.00,13.50,3.83,0.00,80.33,76.50,UPI,Delivered
2025-11-18,SWG101527,Masala Dosa,South Indian,1,140.00,14.00,6.30,30.00,162.30,126.00,Credit Card,Delivered
2025-11-18,SWG101528,Chicken Tikka,Starters,2,520.00,52.00,23.40,20.00,511.40,468.00,UPI,Delivered
2025-11-18,SWG101529,Chicken Tikka,Starters,1,260.00,0.00,13.00,20.00,293.00,260.00,Cash,Delivered
2025-11-18,SWG101530,Fried Rice,Rice & Noodles,1,170.00,0.00,8.50,30.00,208.50,170.00,Cash,Delivered
2025-11-18,SWG101531,Paneer Butter Masala,Main Course,2,480.00,0.00,24.00,20.00,524.00,480.00,Credit Card,Delivered
2025-11-18,SWG101532,Butter Naan,Breads,3,180.00,18.00,8.10,40.00,210.10,162.00,Debit Card,Delivered
2025-11-19,SWG101533,Masala Dosa,South Indian,1,140.00,21.00,5.95,0.00,124.95,119.00,Cash,Delivered
2025-11-19,SWG101534,Veg Biryani,Biryani,1,180.00,0.00,9.00,20.00,209.00,180.00,Cash,Delivered
2025-11-19,SWG101535,Paneer Butter Masala,Main Course,2,480.00,24.00,22.80,30.00,508.80,456.00,UPI,Delivered
2025-11-19,SWG101536,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,20.00,180.65,153.00,Credit Card,Delivered
2025-11-19,SWG101537,Paneer Butter Masala,Main Course,1,240.00,24.00,10.80,30.00,256.80,216.00,Credit Card,Delivered
2025-11-19,SWG101538,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,30.00,181.73,144.50,Cash,Delivered
2025-11-19,SWG101539,Butter Naan,Breads,2,120.00,18.00,5.10,0.00,107.10,102.00,Debit Card,Delivered
2025-11-19,SWG101540,Paneer Tikka,Starters,1,230.00,11.50,10.93,40.00,269.43,218.50,Debit Card,Delivered
2025-11-19,SWG101541,Chicken Tikka,Starters,1,260.00,39.00,11.05,40.00,272.05,221.00,UPI,Delivered
2025-11-19,SWG101542,Gulab Jamun,Desserts,3,270.00,0.00,13.50,20.00,303.50,270.00,UPI,Delivered
2025-11-20,SWG101543,Paneer Tikka,Starters,1,230.00,34.50,9.78,0.00,205.28,195.50,Cash,Delivered
2025-11-20,SWG101544,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,40.00,254.20,204.00,Credit Card,Delivered
2025-11-20,SWG101545,Paneer Butter Masala,Main Course,2,480.00,72.00,20.40,40.00,468.40,408.00,Debit Card,Delivered
2025-11-20,SWG101546,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,20.00,234.20,204.00,Cash,Delivered
2025-11-20,SWG101547,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,20.00,272.00,240.00,Credit Card,Delivered
2025-11-20,SWG101548,Veg Biryani,Biryani,1,180.00,0.00,9.00,40.00,229.00,180.00,Debit Card,Delivered
2025-11-20,SWG101549,Paneer Tikka,Starters,3,690.00,34.50,32.77,0.00,688.27,655.50,UPI,Delivered
2025-11-20,SWG101550,Paneer Tikka,Starters,1,230.00,11.50,10.93,0.00,229.43,218.50,Debit Card,Delivered
2025-11-20,SWG101551,Paneer Tikka,Starters,1,230.00,34.50,9.78,40.00,245.28,195.50,Debit Card,Delivered
2025-11-20,SWG101552,Butter Naan,Breads,2,120.00,0.00,6.00,40.00,166.00,120.00,Debit Card,Delivered
2025-11-20,SWG101553,Butter Naan,Breads,1,60.00,9.00,2.55,40.00,93.55,51.00,Credit Card,Delivered
2025-11-20,SWG101554,Paneer Tikka,Starters,1,230.00,34.50,9.78,0.00,205.28,195.50,Credit Card,Delivered
2025-11-20,SWG101555,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,30.00,269.40,228.00,Debit Card,Delivered
2025-11-20,SWG101556,Chicken Biryani,Biryani,1,220.00,33.00,9.35,20.00,216.35,187.00,Debit Card,Delivered
2025-11-20,SWG101557,Paneer Butter Masala,Main Course,2,480.00,72.00,20.40,30.00,458.40,408.00,UPI,Delivered
2025-11-20,SWG101558,Fried Rice,Rice & Noodles,2,340.00,17.00,16.15,40.00,379.15,323.00,UPI,Delivered
2025-11-20,SWG101559,Chicken Biryani,Biryani,1,220.00,11.00,10.45,40.00,259.45,209.00,Credit Card,Delivered
2025-11-20,SWG101560,Gulab Jamun,Desserts,1,90.00,9.00,4.05,20.00,105.05,81.00,UPI,Delivered
2025-11-20,SWG101561,Chicken Tikka,Starters,2,520.00,0.00,26.00,30.00,576.00,520.00,UPI,Delivered
2025-11-21,SWG101562,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,40.00,191.73,144.50,Debit Card,Delivered
2025-11-21,SWG101563,Hakka Noodles,Rice & Noodles,1,180.00,18.00,8.10,0.00,170.10,162.00,Cash,Delivered
2025-11-21,SWG101564,Paneer Tikka,Starters,1,230.00,11.50,10.93,40.00,269.43,218.50,Cash,Delivered
2025-11-21,SWG101565,Masala Dosa,South Indian,1,140.00,0.00,7.00,0.00,147.00,140.00,UPI,Delivered
2025-11-21,SWG101566,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,0.00,214.20,204.00,UPI,Delivered
2025-11-21,SWG101567,Fried Rice,Rice & Noodles,1,170.00,0.00,8.50,30.00,208.50,170.00,Credit Card,Delivered
2025-11-21,SWG101568,Veg Biryani,Biryani,2,360.00,54.00,15.30,0.00,321.30,306.00,Cash,Delivered
2025-11-21,SWG101569,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,40.00,254.20,204.00,Cash,Delivered
2025-11-21,SWG101570,Chicken Biryani,Biryani,2,440.00,22.00,20.90,30.00,468.90,418.00,Debit Card,Delivered
2025-11-21,SWG101571,Masala Dosa,South Indian,2,280.00,42.00,11.90,20.00,269.90,238.00,Cash,Delivered
2025-11-21,SWG101572,Chicken Biryani,Biryani,1,220.00,11.00,10.45,30.00,249.45,209.00,Debit Card,Delivered
2025-11-21,SWG101573,Chicken Tikka,Starters,1,260.00,39.00,11.05,20.00,252.05,221.00,Cash,Delivered
2025-11-21,SWG101574,Veg Biryani,Biryani,1,180.00,27.00,7.65,0.00,160.65,153.00,Cash,Delivered
2025-11-21,SWG101575,Butter Naan,Breads,2,120.00,18.00,5.10,20.00,127.10,102.00,Debit Card,Delivered
2025-11-21,SWG101576,Hakka Noodles,Rice & Noodles,1,180.00,9.00,8.55,0.00,179.55,171.00,Credit Card,Delivered
2025-11-21,SWG101577,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,30.00,190.65,153.00,Credit Card,Delivered
2025-11-21,SWG101578,Chicken Tikka,Starters,1,260.00,0.00,13.00,0.00,273.00,260.00,Credit Card,Delivered
2025-11-21,SWG101579,Chicken Biryani,Biryani,1,220.00,0.00,11.00,40.00,271.00,220.00,Credit Card,Delivered
2025-11-21,SWG101580,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,20.00,180.65,153.00,Credit Card,Delivered
2025-11-21,SWG101581,Masala Dosa,South Indian,1,140.00,7.00,6.65,40.00,179.65,133.00,UPI,Delivered
2025-11-21,SWG101582,Masala Dosa,South Indian,1,140.00,7.00,6.65,0.00,139.65,133.00,UPI,Delivered
2025-11-21,SWG101583,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,0.00,252.00,240.00,Debit Card,Delivered
2025-11-21,SWG101584,Butter Naan,Breads,1,60.00,9.00,2.55,30.00,83.55,51.00,Credit Card,Delivered
2025-11-21,SWG101585,Paneer Tikka,Starters,1,230.00,0.00,11.50,40.00,281.50,230.00,UPI,Delivered
2025-11-22,SWG101586,Chicken Tikka,Starters,1,260.00,39.00,11.05,20.00,252.05,221.00,UPI,Delivered
2025-11-22,SWG101587,Butter Naan,Breads,1,60.00,0.00,3.00,0.00,63.00,0.00,Debit Card,Cancelled
2025-11-22,SWG101588,Fried Rice,Rice & Noodles,3,510.00,0.00,25.50,20.00,555.50,510.00,Debit Card,Delivered
2025-11-22,SWG101589,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,0.00,252.00,240.00,Credit Card,Delivered
2025-11-22,SWG101590,Veg Biryani,Biryani,2,360.00,0.00,18.00,20.00,398.00,360.00,Credit Card,Delivered
2025-11-22,SWG101591,Veg Biryani,Biryani,1,180.00,9.00,8.55,30.00,209.55,171.00,Credit Card,Delivered
2025-11-22,SWG101592,Paneer Butter Masala,Main Course,1,240.00,24.00,10.80,40.00,266.80,216.00,Cash,Delivered
2025-11-22,SWG101593,Paneer Tikka,Starters,1,230.00,34.50,9.78,20.00,225.28,195.50,Credit Card,Delivered
2025-11-22,SWG101594,Masala Dosa,South Indian,3,420.00,0.00,21.00,30.00,471.00,420.00,Credit Card,Delivered
2025-11-22,SWG101595,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,40.00,191.73,144.50,Debit Card,Delivered
2025-11-22,SWG101596,Chicken Tikka,Starters,1,260.00,39.00,11.05,40.00,272.05,221.00,Debit Card,Delivered
2025-11-22,SWG101597,Chicken Tikka,Starters,2,520.00,0.00,26.00,40.00,586.00,520.00,UPI,Delivered
2025-11-22,SWG101598,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,30.00,190.65,153.00,Debit Card,Delivered
2025-11-22,SWG101599,Paneer Tikka,Starters,1,230.00,11.50,10.93,30.00,259.43,218.50,Credit Card,Delivered
2025-11-22,SWG101600,Chicken Tikka,Starters,1,260.00,13.00,12.35,30.00,289.35,247.00,Debit Card,Delivered
2025-11-22,SWG101601,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,30.00,282.00,240.00,Debit Card,Delivered
2025-11-22,SWG101602,Veg Biryani,Biryani,1,180.00,27.00,7.65,30.00,190.65,153.00,Credit Card,Delivered
2025-11-22,SWG101603,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,40.00,292.00,240.00,Cash,Delivered
2025-11-22,SWG101604,Chicken Tikka,Starters,2,520.00,26.00,24.70,20.00,538.70,494.00,Cash,Delivered
2025-11-22,SWG101605,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,40.00,200.65,153.00,Cash,Delivered
2025-11-22,SWG101606,Butter Naan,Breads,1,60.00,9.00,2.55,20.00,73.55,51.00,Debit Card,Delivered
2025-11-22,SWG101607,Chicken Biryani,Biryani,1,220.00,0.00,11.00,40.00,271.00,220.00,Cash,Delivered
2025-11-22,SWG101608,Chicken Biryani,Biryani,2,440.00,0.00,22.00,30.00,492.00,440.00,UPI,Delivered
2025-11-23,SWG101609,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,30.00,181.73,144.50,Debit Card,Delivered
2025-11-23,SWG101610,Paneer Tikka,Starters,1,230.00,23.00,10.35,40.00,257.35,207.00,Cash,Delivered
2025-11-23,SWG101611,Masala Dosa,South Indian,1,140.00,21.00,5.95,40.00,164.95,119.00,UPI,Delivered
2025-11-23,SWG101612,Chicken Tikka,Starters,2,520.00,0.00,26.00,0.00,546.00,520.00,UPI,Delivered
2025-11-23,SWG101613,Butter Naan,Breads,1,60.00,6.00,2.70,40.00,96.70,54.00,UPI,Delivered
2025-11-23,SWG101614,Veg Biryani,Biryani,1,180.00,18.00,8.10,0.00,170.10,162.00,UPI,Delivered
2025-11-23,SWG101615,Masala Dosa,South Indian,2,280.00,0.00,14.00,0.00,294.00,280.00,Debit Card,Delivered
2025-11-23,SWG101616,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,30.00,244.20,204.00,Credit Card,Delivered
2025-11-23,SWG101617,Gulab Jamun,Desserts,1,90.00,4.50,4.28,30.00,119.78,85.50,Cash,Delivered
2025-11-23,SWG101618,Fried Rice,Rice & Noodles,1,170.00,8.50,8.08,40.00,209.58,161.50,Debit Card,Delivered
2025-11-23,SWG101619,Chicken Tikka,Starters,2,520.00,78.00,22.10,20.00,484.10,442.00,Debit Card,Delivered
2025-11-23,SWG101620,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,20.00,259.40,228.00,UPI,Delivered
2025-11-23,SWG101621,Fried Rice,Rice & Noodles,1,170.00,0.00,8.50,20.00,198.50,170.00,Cash,Delivered
2025-11-23,SWG101622,Veg Biryani,Biryani,1,180.00,18.00,8.10,20.00,190.10,162.00,Debit Card,Delivered
2025-11-23,SWG101623,Masala Dosa,South Indian,1,140.00,7.00,6.65,0.00,139.65,133.00,Credit Card,Delivered
2025-11-23,SWG101624,Chicken Tikka,Starters,1,260.00,39.00,11.05,20.00,252.05,221.00,Credit Card,Delivered
2025-11-23,SWG101625,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,30.00,269.40,228.00,UPI,Delivered
2025-11-23,SWG101626,Butter Naan,Breads,1,60.00,0.00,3.00,0.00,63.00,60.00,Cash,Delivered
2025-11-23,SWG101627,Butter Naan,Breads,1,60.00,9.00,2.55,40.00,93.55,51.00,UPI,Delivered
2025-11-23,SWG101628,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,20.00,180.65,153.00,Cash,Delivered
2025-11-23,SWG101629,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,30.00,190.65,153.00,UPI,Delivered
2025-11-23,SWG101630,Paneer Tikka,Starters,1,230.00,34.50,9.78,20.00,225.28,195.50,Cash,Delivered
2025-11-23,SWG101631,Butter Naan,Breads,1,60.00,9.00,2.55,40.00,93.55,51.00,UPI,Delivered
2025-11-23,SWG101632,Veg Biryani,Biryani,3,540.00,27.00,25.65,0.00,538.65,513.00,UPI,Delivered
2025-11-23,SWG101633,Gulab Jamun,Desserts,1,90.00,0.00,4.50,0.00,94.50,90.00,Cash,Delivered
2025-11-23,SWG101634,Paneer Tikka,Starters,1,230.00,11.50,10.93,30.00,259.43,218.50,Credit Card,Delivered
2025-11-24,SWG101635,Masala Dosa,South Indian,1,140.00,14.00,6.30,0.00,132.30,126.00,Cash,Delivered
2025-11-24,SWG101636,Masala Dosa,South Indian,2,280.00,14.00,13.30,20.00,299.30,266.00,UPI,Delivered
2025-11-24,SWG101637,Butter Naan,Breads,1,60.00,9.00,2.55,20.00,73.55,51.00,Cash,Delivered
2025-11-24,SWG101638,Paneer Tikka,Starters,1,230.00,11.50,10.93,30.00,259.43,218.50,Credit Card,Delivered
2025-11-24,SWG101639,Chicken Biryani,Biryani,1,220.00,33.00,9.35,0.00,196.35,187.00,Credit Card,Delivered
2025-11-24,SWG101640,Fried Rice,Rice & Noodles,1,170.00,0.00,8.50,30.00,208.50,170.00,Credit Card,Delivered
2025-11-24,SWG101641,Butter Naan,Breads,2,120.00,0.00,6.00,30.00,156.00,120.00,Debit Card,Delivered
2025-11-24,SWG101642,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,30.00,190.65,153.00,Debit Card,Delivered
2025-11-24,SWG101643,Chicken Tikka,Starters,1,260.00,26.00,11.70,30.00,275.70,234.00,Cash,Delivered
2025-11-24,SWG101644,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,20.00,272.00,0.00,Credit Card,Cancelled
2025-11-24,SWG101645,Butter Naan,Breads,1,60.00,0.00,3.00,20.00,83.00,60.00,Cash,Delivered
2025-11-24,SWG101646,Chicken Tikka,Starters,1,260.00,0.00,13.00,20.00,293.00,260.00,Cash,Delivered
2025-11-24,SWG101647,Paneer Butter Masala,Main Course,3,720.00,108.00,30.60,20.00,662.60,612.00,Debit Card,Delivered
2025-11-24,SWG101648,Chicken Tikka,Starters,1,260.00,39.00,11.05,30.00,262.05,221.00,UPI,Delivered
2025-11-24,SWG101649,Gulab Jamun,Desserts,1,90.00,9.00,4.05,0.00,85.05,81.00,Cash,Delivered
2025-11-24,SWG101650,Gulab Jamun,Desserts,3,270.00,27.00,12.15,30.00,285.15,243.00,UPI,Delivered
2025-11-24,SWG101651,Fried Rice,Rice & Noodles,2,340.00,17.00,16.15,40.00,379.15,323.00,Debit Card,Delivered
2025-11-24,SWG101652,Gulab Jamun,Desserts,1,90.00,4.50,4.28,30.00,119.78,85.50,UPI,Delivered
2025-11-25,SWG101653,Masala Dosa,South Indian,1,140.00,0.00,7.00,20.00,167.00,140.00,UPI,Delivered
2025-11-25,SWG101654,Chicken Biryani,Biryani,1,220.00,0.00,11.00,40.00,271.00,220.00,UPI,Delivered
2025-11-25,SWG101655,Chicken Biryani,Biryani,1,220.00,22.00,9.90,30.00,237.90,198.00,Credit Card,Delivered
2025-11-25,SWG101656,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,20.00,259.40,228.00,UPI,Delivered
2025-11-25,SWG101657,Masala Dosa,South Indian,1,140.00,21.00,5.95,30.00,154.95,119.00,Cash,Delivered
2025-11-25,SWG101658,Paneer Tikka,Starters,1,230.00,0.00,11.50,30.00,271.50,230.00,Debit Card,Delivered
2025-11-25,SWG101659,Butter Naan,Breads,1,60.00,6.00,2.70,20.00,76.70,54.00,Credit Card,Delivered
2025-11-25,SWG101660,Masala Dosa,South Indian,1,140.00,7.00,6.65,30.00,169.65,133.00,Debit Card,Delivered
2025-11-25,SWG101661,Gulab Jamun,Desserts,2,180.00,27.00,7.65,20.00,180.65,153.00,Cash,Delivered
2025-11-25,SWG101662,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,30.00,244.20,204.00,Debit Card,Delivered
